"72","49","300","93","2022-03-05","54","5990","421492838473","0","2022-01-05"
"73","66","255","93","2022-03-27","51","2774","421978521702","0","2022-04-02"
"74","62","304","54","2022-02-26","100","8354","421338009698","0","2022-03-25"
"75","17","427","26","2022-03-25","79","667","421934284823","0","2022-02-24"
"76","44","31","74","2022-02-13","88","5795","421050470468","0","2022-03-13"
"77","75","460","28","2022-01-02","4","3615","420121497717","0","2022-02-27"
"78","57","282","9","2022-03-08","34","6887","421559193687","0","2022-01-15"
"79","43","333","63","2022-02-13","23","8878","421050470467","0","2022-04-03"
"80","87","183","9","2022-04-08","75","9531","422243942535","0","2022-03-04"
"81","15","360","85","2022-03-02","49","390","421426483221","0","2022-03-02"
"82","45","185","52","2022-02-24","41","3423","421293772869","0","2022-02-23"
"83","98","316","52","2022-03-20","30","9186","421823692952","0","2022-03-12"
"84","66","155","70","2022-04-03","86","3574","422133350502","0","2022-02-26"
"85","82","59","52","2022-02-19","73","9300","421183180930","0","2022-02-26"
"86","59","204","8","2022-01-27","72","7405","420674457689","0","2022-03-07"
"87","22","405","6","2022-03-25","24","1818","421934284834","0","2022-02-03"
"88","36","482","14","2022-03-21","66","6581","421845811254","0","2022-01-22"
"89","31","110","70","2022-03-17","78","5571","421757337649","0","2022-01-02"
"90","24","269","14","2022-02-17","37","3829","421138944036","0","2022-01-04"
"91","0","420","9","2022-02-14","23","7790","26317036800","0","2022-02-27"
"92","96","417","69","2022-01-01","46","6604","420099379350","0","2022-01-26"
"93","75","44","21","2022-03-18","89","5210","421779456117","0","2022-02-26"
"94","6","302","54","2022-04-08","68","5019","26390246406","0","2022-04-11"
"95","19","296","76","2022-01-02","60","3639","420121497625","0","2022-02-24"
"96","7","436","76","2022-03-22","59","2243","26366745607","0","2022-04-12"
"97","35","191","14","2022-01-19","3","3171","420497510453","0","2022-03-19"
"98","81","436","74","2022-01-05","52","8460","420187852929","0","2022-04-11"
"99","69","295","6","2022-01-15","44","3137","420409036905","0","2022-01-06"
"100","60","178","77","2022-01-07","97","1282","420232089696","0","2022-03-23"
"101","23","217","3","2022-01-15","21","2300","420409036835","0","2022-04-07"
"102","1","126","14","2022-04-06","79","8181","26387481601","0","2022-02-26"
"103","46","169","7","2022-03-06","6","389","421514956870","0","2022-04-01"
"104","33","243","21","2022-02-13","54","9890","421050470451","0","2022-04-14"
"105","69","392","85","2022-02-08","6","6370","420939878505","0","2022-02-17"
"106","53","486","26","2022-03-20","78","8545","421823692883","0","2022-03-28"
"107","77","235","85","2022-03-12","88","3701","421647667319","0","2022-02-14"
"108","10","155","41","2022-03-29","36","9859","422022758416","0","2022-02-16"
"109","78","462","46","2022-03-13","31","5730","421669785720","0","2022-01-18"
"110","24","286","54","2022-03-14","99","72","421690982436","0","2022-02-03"
"111","54","427","93","2022-01-08","9","6039","420254208084","0","2022-03-06"
"112","61","199","53","2022-03-25","36","6398","421934284897","0","2022-02-12"
"113","23","482","41","2022-03-20","1","8782","421823692835","0","2022-01-07"
"114","25","99","82","2022-03-19","77","570","421801574437","0","2022-03-18"
"115","14","21","41","2022-04-08","62","5313","422243942420","0","2022-01-20"
"116","28","460","35","2022-03-25","24","9657","421934284840","0","2022-02-18"
"117","35","429","77","2022-02-11","29","2862","421006233653","0","2022-03-19"
"118","71","139","49","2022-01-31","43","6534","420762931313","0","2022-02-15"
"119","96","442","28","2022-02-12","4","1421","421028352150","0","2022-01-09"
"120","27","163","16","2022-03-20","41","9968","421823692839","0","2022-01-09"
"121","51","307","12","2022-04-10","59","329","422288179281","0","2022-02-07"
"122","29","84","28","2022-03-31","53","7729","422066995241","0","2022-02-12"
"123","26","156","90","2022-03-18","76","4294","421779456038","0","2022-02-22"
"124","23","359","6","2022-02-09","69","4657","420961996835","0","2022-02-04"
"125","29","5","11","2022-01-31","60","8207","420762931241","0","2022-04-13"
"126","39","91","77","2022-03-09","29","7020","421581312057","0","2022-01-20"
"127","17","200","26","2022-02-06","66","9864","420895641623","0","2022-03-12"
"128","83","165","46","2022-02-03","48","4165","420829286531","0","2022-03-31"
"129","56","460","63","2022-01-12","6","5229","420342681686","0","2022-03-19"
"130","92","11","12","2022-01-13","92","8844","420364800146","0","2022-01-12"
"131","93","282","95","2022-01-26","64","6971","420652339347","0","2022-02-16"
"132","1","83","64","2022-01-14","77","8441","26274182401","0","2022-03-04"
"133","79","273","54","2022-03-24","71","5151","421912166521","0","2022-02-27"
"134","9","372","22","2022-01-11","69","4450","26270035209","0","2022-01-06"
"135","27","391","63","2022-02-17","38","7356","421138944039","0","2022-04-13"
"136","67","217","63","2022-04-09","76","1425","422266060903","0","2022-02-01"
"137","28","52","33","2022-04-13","11","5497","422354534440","0","2022-01-24"
"138","9","232","24","2022-03-11","73","5241","26351596809","0","2022-04-11"
"139","99","3","95","2022-01-04","47","2591","420165734553","0","2022-01-29"
"140","46","246","44","2022-02-08","48","9021","420939878470","0","2022-01-09"
"141","1","327","43","2022-03-25","64","9879","26370892801","0","2022-01-21"
"142","39","286","63","2022-02-26","72","9168","421338009657","0","2022-04-04"
"143","7","300","71","2022-02-13","34","8021","26315654407","0","2022-04-14"
"144","4","388","9","2022-01-18","49","7038","26279712004","0","2022-01-25"
"145","98","32","69","2022-01-13","90","7941","420364800152","0","2022-02-03"
"146","59","267","54","2022-04-13","11","9750","422354534489","0","2022-02-24"
"147","2","339","44","2022-04-12","99","143","26395776002","0","2022-01-05"
"148","89","246","41","2022-02-06","27","4126","420895641737","0","2022-03-02"
"149","21","4","12","2022-02-15","95","7076","421094707233","0","2022-01-15"
"150","83","179","99","2022-02-11","71","2904","421006233731","0","2022-04-09"
"151","83","397","71","2022-04-02","60","8711","422111232131","0","2022-01-12"
"152","53","178","21","2022-04-10","21","5636","422288179283","0","2022-03-27"
"153","27","366","28","2022-03-11","31","1316","421625548839","0","2022-02-02"
"154","71","158","49","2022-03-24","99","9391","421912166513","0","2022-01-07"
"155","63","170","86","2022-01-22","6","2053","420563865699","0","2022-02-15"
"156","85","339","52","2022-03-28","5","4750","422000640133","0","2022-02-04"
"157","65","397","64","2022-01-07","56","9102","420232089701","0","2022-02-24"
"158","98","418","81","2022-03-07","18","7844","421537075352","0","2022-04-02"
"159","83","68","9","2022-03-07","31","8838","421537075331","0","2022-02-27"
"160","16","237","43","2022-03-17","38","9765","421757337622","0","2022-01-30"
"161","97","206","36","2022-04-09","1","2219","422266060951","0","2022-03-06"
"162","89","200","53","2022-02-10","3","5378","420984115337","0","2022-01-09"
"163","24","98","12","2022-01-14","97","8742","420386918436","0","2022-01-26"
"164","47","193","43","2022-02-20","53","4810","421205299271","0","2022-01-11"
"165","15","353","9","2022-02-17","88","7851","421138944021","0","2022-02-09"
"166","83","378","35","2022-01-01","58","2206","420099379331","0","2022-01-03"
"167","63","34","9","2022-02-21","79","3554","421227417699","0","2022-02-07"
"168","42","88","53","2022-01-26","41","952","420652339266","0","2022-01-29"
"169","74","221","53","2022-01-01","20","5376","420099379316","0","2022-02-22"
"170","32","113","7","2022-01-21","9","5028","420541747250","0","2022-01-24"
"171","2","122","81","2022-01-11","48","2934","26270035202","0","2022-01-31"
"172","54","321","0","2022-03-30","85","7767","422044876884","0","2022-04-14"
"173","95","372","0","2022-04-01","89","1712","422089113749","0","2022-03-21"
"174","7","45","23","2022-04-04","50","8153","26384716807","0","2022-03-25"
"175","59","288","12","2022-01-27","61","5443","420674457689","0","2022-01-31"
"176","62","494","63","2022-01-03","82","4694","420143616098","0","2022-02-26"
"177","12","362","9","2022-02-16","10","5956","421116825618","0","2022-01-05"
"178","52","238","42","2022-01-09","82","6374","420276326482","0","2022-03-12"
"179","81","148","36","2022-02-25","83","9482","421315891329","0","2022-03-19"
"180","24","84","90","2022-02-14","38","5415","421072588836","0","2022-03-16"
"181","60","404","36","2022-04-05","49","5953","422177587296","0","2022-02-16"
"182","17","193","61","2022-02-18","42","3912","421161062423","0","2022-01-25"
"183","98","8","33","2022-01-11","50","551","420320563352","0","2022-02-27"
"184","40","219","8","2022-02-11","55","596","421006233664","0","2022-02-28"
"185","45","418","14","2022-02-11","68","4797","421006233669","0","2022-04-10"
"186","90","35","42","2022-02-26","84","9666","421338009744","0","2022-04-13"
"187","25","78","8","2022-02-05","88","5426","420873523237","0","2022-02-07"
"188","79","392","76","2022-01-12","99","6861","420342681721","0","2022-03-27"
"189","13","158","52","2022-02-13","29","7270","421050470419","0","2022-04-08"
"190","11","219","81","2022-03-25","98","173","421934284817","0","2022-03-08"
"191","85","391","16","2022-03-22","49","2616","421867929733","0","2022-03-29"
"192","60","462","35","2022-04-09","98","3747","422266060896","0","2022-02-11"
"193","54","413","44","2022-02-06","86","2108","420895641684","0","2022-02-10"
"194","8","5","46","2022-01-07","54","9811","26264505608","0","2022-03-28"
"195","41","286","74","2022-01-07","14","3046","420232089665","0","2022-02-11"
"196","99","295","93","2022-02-01","6","7488","420785049753","0","2022-01-25"
"197","41","233","99","2022-02-04","71","2349","420851404865","0","2022-03-28"
"198","1","113","61","2022-03-31","79","3665","26379187201","0","2022-01-15"
"199","34","179","7","2022-02-25","48","8772","421315891252","0","2022-02-02"
"200","63","445","26","2022-01-01","14","6667","420099379299","0","2022-03-24"
"201","1","200","46","2022-01-28","46","3128","26293536001","0","2022-01-09"
"202","97","206","0","2022-01-18","78","1962","420475392151","0","2022-03-09"
"203","83","322","41","2022-01-25","88","2526","420630220931","0","2022-01-26"
"204","82","68","73","2022-03-23","83","3431","421890048130","0","2022-02-05"
"205","46","98","86","2022-03-04","62","4445","421470720070","0","2022-03-24"
"206","67","254","16","2022-01-02","73","6708","420121497703","0","2022-01-01"
"207","56","336","63","2022-01-04","68","188","420165734486","0","2022-03-11"
"208","70","217","54","2022-03-10","70","4657","421603430512","0","2022-01-10"
"209","12","442","41","2022-04-12","36","540","422332416018","0","2022-01-01"
"210","31","214","76","2022-01-28","44","8289","420696576049","0","2022-02-20"
"211","73","183","52","2022-03-05","30","8850","421492838515","0","2022-02-14"
"212","56","495","36","2022-03-20","2","5809","421823692886","0","2022-01-11"
"213","32","74","3","2022-01-10","98","8865","420298444850","0","2022-03-21"
"214","46","379","33","2022-03-12","2","2909","421647667270","0","2022-03-11"
"215","13","327","61","2022-04-13","83","2661","422354534419","0","2022-02-26"
"216","36","493","9","2022-03-22","39","9291","421867929654","0","2022-01-14"
"217","75","324","77","2022-03-31","11","1668","422066995317","0","2022-02-04"
"218","71","192","95","2022-01-15","82","555","420409036913","0","2022-04-08"
"219","11","445","8","2022-03-05","92","5596","421492838417","0","2022-03-02"
"220","68","8","53","2022-04-13","47","5137","422354534504","0","2022-01-08"
"221","94","281","51","2022-01-03","66","5420","420143616148","0","2022-03-09"
"222","89","346","24","2022-03-16","87","9848","421735219337","0","2022-02-26"
"223","6","207","71","2022-03-18","34","4300","26361216006","0","2022-02-19"
"224","12","83","11","2022-03-30","58","5361","422044876818","0","2022-02-04"
"225","78","52","70","2022-01-17","71","3485","420453273720","0","2022-03-17"
"226","25","465","72","2022-04-11","44","8719","422310297637","0","2022-02-01"
"227","17","199","62","2022-01-22","14","9731","420563865623","0","2022-03-25"
"228","25","372","12","2022-01-29","82","4844","420718694437","0","2022-01-06"
"229","49","199","63","2022-03-04","66","588","421470720073","0","2022-02-09"
"230","11","429","94","2022-02-07","92","1975","420917760017","0","2022-01-06"
"231","85","486","99","2022-01-10","35","1843","420298444933","0","2022-03-12"
"232","40","9","24","2022-01-15","22","7354","420409036864","0","2022-01-02"
"233","61","404","21","2022-04-01","81","5531","422089113697","0","2022-03-16"
"234","90","170","22","2022-03-03","72","7678","421448601744","0","2022-03-16"
"235","78","56","63","2022-03-05","44","4029","421492838520","0","2022-04-03"
"236","16","260","95","2022-01-16","46","7896","420431155222","0","2022-03-07"
"237","81","82","16","2022-02-27","68","4539","421360128129","0","2022-03-07"
"238","51","282","94","2022-03-31","16","1016","422066995281","0","2022-03-14"
"239","81","158","24","2022-03-06","44","9657","421514956929","0","2022-01-03"
"240","23","209","86","2022-03-03","91","6707","421448601635","0","2022-01-30"
"241","34","480","71","2022-01-21","26","5378","420541747252","0","2022-03-03"
"242","73","269","93","2022-02-13","93","589","421050470515","0","2022-02-15"
"243","11","324","46","2022-03-31","10","9275","422066995217","0","2022-01-02"
"244","79","388","70","2022-03-12","70","3267","421647667321","0","2022-01-30"
"245","44","193","24","2022-01-23","79","2769","420585984068","0","2022-03-08"
"246","17","402","12","2022-01-12","87","8712","420342681623","0","2022-01-21"
"247","87","270","71","2022-03-21","48","2614","421845811335","0","2022-01-19"
"248","66","98","11","2022-04-14","87","7332","422376652902","0","2022-02-17"
"249","14","399","81","2022-01-22","3","3440","420563865620","0","2022-02-02"
"250","68","191","49","2022-01-06","54","9088","420209971304","0","2022-02-28"
"251","59","217","0","2022-04-09","48","9109","422266060889","0","2022-03-18"
"252","46","288","52","2022-03-29","66","138","422022758470","0","2022-02-26"
"253","33","193","33","2022-02-04","83","1012","420851404851","0","2022-02-26"
"254","97","254","94","2022-02-01","26","2110","420785049751","0","2022-02-24"
"255","50","402","94","2022-02-12","31","4951","421028352080","0","2022-02-07"
"256","31","321","7","2022-03-01","28","1749","421404364849","0","2022-02-09"
"257","79","181","94","2022-01-01","35","8505","420099379321","0","2022-02-08"
"258","63","300","99","2022-02-04","78","8246","420851404899","0","2022-02-02"
"259","19","480","74","2022-03-02","70","9883","421426483225","0","2022-01-30"
"260","11","238","6","2022-02-23","55","800","421271654417","0","2022-01-13"
"261","87","88","91","2022-04-14","85","7158","422376652935","0","2022-01-28"
"262","80","218","62","2022-01-06","49","3142","420209971328","0","2022-01-16"
"263","90","20","90","2022-01-06","13","3890","420209971344","0","2022-04-04"
"264","95","285","49","2022-03-20","24","7664","421823692949","0","2022-01-20"
"265","99","56","82","2022-04-06","51","2189","422199705753","0","2022-03-19"
"266","75","25","77","2022-01-15","22","4856","420409036917","0","2022-04-08"
"267","11","55","41","2022-02-09","63","260","420961996817","0","2022-01-20"
"268","79","60","0","2022-01-30","57","5870","420740812921","0","2022-01-17"
"269","11","333","6","2022-02-21","37","3193","421227417617","0","2022-03-18"
"270","27","386","6","2022-01-09","20","2186","420276326439","0","2022-01-29"
"271","96","22","73","2022-02-14","8","3462","421072588950","0","2022-03-28"
"272","3","301","8","2022-03-31","28","6916","26379187203","0","2022-04-10"
"273","85","35","72","2022-01-07","86","3785","420232089733","0","2022-03-25"
"274","16","307","91","2022-02-14","61","4529","421072588822","0","2022-01-28"
"275","94","359","70","2022-03-02","82","7548","421426483348","0","2022-01-16"
"276","3","139","49","2022-03-12","12","3979","26352979203","0","2022-04-03"
"277","51","359","28","2022-02-08","55","8213","420939878481","0","2022-02-13"
"278","60","131","69","2022-03-17","52","6956","421757337696","0","2022-01-27"
"279","88","246","3","2022-03-09","94","9656","421581312136","0","2022-01-29"
"280","97","286","42","2022-03-20","92","9808","421823692951","0","2022-01-18"
"281","78","84","74","2022-02-01","86","6610","420785049720","0","2022-01-17"
"282","46","392","41","2022-03-17","77","6087","421757337670","0","2022-02-02"
"283","26","293","7","2022-01-05","15","2593","420187852838","0","2022-03-05"
"284","53","98","73","2022-03-28","37","779","422000640083","0","2022-04-12"
"285","29","119","73","2022-03-05","57","5044","421492838441","0","2022-01-27"
"286","55","461","22","2022-04-14","4","5803","422376652885","0","2022-04-07"
"287","1","397","43","2022-01-02","94","1024","26257593601","0","2022-03-01"
"288","51","300","3","2022-02-06","18","5206","420895641681","0","2022-03-20"
"289","54","203","49","2022-02-10","100","6190","420984115284","0","2022-03-08"
"290","76","96","46","2022-01-28","10","2610","420696576118","0","2022-02-05"
"291","8","404","76","2022-02-16","47","2361","26319801608","0","2022-02-02"
"292","29","369","9","2022-04-10","70","1423","422288179241","0","2022-02-07"
"293","9","498","26","2022-04-05","20","9047","26386099209","0","2022-01-17"
"294","96","479","73","2022-03-25","49","514","421934284950","0","2022-02-12"
"295","31","82","90","2022-01-26","78","2231","420652339249","0","2022-02-06"
"296","74","307","46","2022-03-22","9","3774","421867929716","0","2022-01-07"
"297","46","388","0","2022-03-22","59","4554","421867929670","0","2022-03-25"
"298","17","5","44","2022-01-30","36","9021","420740812823","0","2022-02-11"
"299","21","436","6","2022-03-03","35","5227","421448601633","0","2022-03-29"
"300","21","391","44","2022-02-09","66","3013","420961996833","0","2022-02-12"
"301","52","218","95","2022-03-14","52","865","421690982482","0","2022-01-09"
"302","92","293","85","2022-02-17","20","8488","421138944146","0","2022-01-19"
"303","41","126","3","2022-02-08","84","5094","420939878465","0","2022-02-17"
"304","64","495","74","2022-01-15","14","8614","420409036900","0","2022-04-13"
"305","80","197","81","2022-02-11","1","2565","421006233728","0","2022-03-18"
"306","8","88","6","2022-01-31","49","4461","26297683208","0","2022-03-03"
"307","42","44","35","2022-03-14","36","7555","421690982466","0","2022-02-21"
"308","1","418","23","2022-01-20","15","8291","26282476801","0","2022-02-27"
"309","8","429","54","2022-04-04","53","2712","26384716808","0","2022-01-16"
"310","58","110","46","2022-03-16","18","8227","421735219288","0","2022-03-23"
"311","38","405","12","2022-03-11","97","3575","421625548856","0","2022-03-12"
"312","60","163","49","2022-03-03","57","4237","421448601696","0","2022-01-17"
"313","67","59","63","2022-02-16","92","1930","421116825703","0","2022-03-07"
"314","26","244","36","2022-04-01","83","2566","422089113638","0","2022-02-15"
"315","91","176","73","2022-01-21","20","8600","420541747345","0","2022-04-11"
"316","8","398","44","2022-02-15","2","6251","26318419208","0","2022-03-11"
"317","81","171","51","2022-02-25","69","691","421315891329","0","2022-03-29"
"318","57","429","6","2022-03-04","87","3364","421470720087","0","2022-02-10"
"319","58","264","8","2022-02-09","15","2600","420961996888","0","2022-01-19"
"320","8","227","70","2022-01-23","76","4294","26286624008","0","2022-02-05"
"321","6","238","35","2022-02-25","68","5546","26332243206","0","2022-04-02"
"322","21","127","53","2022-04-05","57","3471","422177587233","0","2022-02-14"
"323","79","226","3","2022-04-02","10","4191","422111232121","0","2022-01-20"
"324","81","99","7","2022-03-14","46","8533","421690982529","0","2022-02-05"
"325","21","20","81","2022-02-25","37","3325","421315891233","0","2022-02-08"
"326","55","405","16","2022-03-03","16","4517","421448601685","0","2022-03-09"
"327","77","135","3","2022-02-26","35","7948","421338009719","0","2022-02-26"
"328","52","240","52","2022-01-13","93","5106","420364800082","0","2022-01-07"
"329","11","127","64","2022-01-23","18","6901","420585984017","0","2022-04-12"
"330","26","378","53","2022-01-31","6","1646","420762931238","0","2022-03-26"
"331","33","238","42","2022-02-10","27","8072","420984115251","0","2022-01-06"
"332","94","5","54","2022-03-19","33","316","421801574548","0","2022-03-03"
"333","54","494","85","2022-01-23","57","7591","420585984084","0","2022-02-25"
"334","9","476","91","2022-02-17","72","918","26321184009","0","2022-01-14"
"335","52","60","22","2022-02-20","55","7190","421205299282","0","2022-02-16"
"336","3","149","99","2022-01-07","81","3826","26264505603","0","2022-04-06"
"337","64","282","93","2022-02-18","26","5756","421161062500","0","2022-04-02"
"338","39","417","54","2022-02-17","99","5099","421138944057","0","2022-02-18"
"339","19","91","82","2022-02-17","45","5514","421138944025","0","2022-02-11"
"340","59","68","54","2022-02-27","90","4702","421360128089","0","2022-04-07"
"341","51","83","61","2022-02-26","1","4266","421338009681","0","2022-02-20"
"342","32","321","73","2022-01-23","68","1729","420585984050","0","2022-01-17"
"343","82","171","33","2022-03-02","30","5256","421426483330","0","2022-04-14"
"344","83","83","3","2022-02-26","24","6145","421338009731","0","2022-03-03"
"345","60","455","99","2022-01-21","47","8599","420541747296","0","2022-02-24"
"346","99","192","95","2022-02-20","21","993","421205299353","0","2022-01-09"
"347","55","402","49","2022-02-22","5","6257","421249536085","0","2022-02-20"
"348","48","279","51","2022-02-05","81","8613","420873523272","0","2022-02-06"
"349","82","113","85","2022-03-07","4","3259","421537075330","0","2022-01-17"
"350","25","281","43","2022-02-13","8","2253","421050470437","0","2022-03-28"
"351","28","17","73","2022-01-22","52","882","420563865640","0","2022-01-27"
"352","97","487","8","2022-03-16","53","8355","421735219351","0","2022-04-05"
"353","17","482","52","2022-03-09","19","4981","421581312023","0","2022-01-15"
"354","56","397","49","2022-03-14","32","3083","421690982486","0","2022-04-11"
"355","50","196","12","2022-02-03","52","9661","420829286480","0","2022-01-06"
"356","35","31","94","2022-01-21","21","9389","420541747253","0","2022-01-01"
"357","48","400","86","2022-03-28","12","4635","422000640072","0","2022-03-20"
"358","99","299","71","2022-02-07","66","9110","420917760153","0","2022-02-24"
"359","47","465","99","2022-01-01","14","7771","420099379271","0","2022-01-28"
"360","73","455","93","2022-02-14","63","9094","421072588915","0","2022-01-12"
"361","73","158","44","2022-02-22","17","3833","421249536115","0","2022-04-09"
"362","64","184","64","2022-01-19","57","7958","420497510500","0","2022-04-04"
"363","30","136","3","2022-03-03","52","5362","421448601648","0","2022-02-12"
"364","29","176","74","2022-03-19","48","5332","421801574441","0","2022-01-25"
"365","74","353","51","2022-01-26","35","1217","420652339316","0","2022-02-28"
"366","28","31","73","2022-02-03","35","6002","420829286440","0","2022-01-12"
"367","79","309","82","2022-03-06","63","3549","421514956921","0","2022-01-03"
"368","93","189","54","2022-02-27","89","9886","421360128147","0","2022-01-02"
"369","32","336","9","2022-03-12","20","1556","421647667250","0","2022-02-15"
"370","70","292","23","2022-03-24","7","7322","421912166512","0","2022-01-25"
"371","59","282","70","2022-01-30","71","8756","420740812889","0","2022-03-09"
"372","28","156","49","2022-03-06","96","8519","421514956840","0","2022-03-07"
"373","39","119","72","2022-03-11","52","3442","421625548857","0","2022-03-18"
"374","74","440","54","2022-02-10","22","9736","420984115316","0","2022-02-18"
"375","61","200","6","2022-04-04","64","9533","422155468897","0","2022-03-28"
"376","47","135","72","2022-02-17","73","529","421138944071","0","2022-03-01"
"377","70","74","94","2022-02-22","18","8331","421249536112","0","2022-02-24"
"378","29","483","82","2022-04-04","17","2046","422155468841","0","2022-02-09"
"379","43","386","12","2022-01-09","66","6259","420276326467","0","2022-02-10"
"380","44","88","35","2022-03-11","67","1092","421625548868","0","2022-02-02"
"381","18","301","6","2022-03-27","90","5313","421978521624","0","2022-01-13"
"382","40","171","43","2022-01-30","58","2567","420740812864","0","2022-03-14"
"383","56","440","63","2022-01-10","37","6384","420298444886","0","2022-01-16"
"384","17","192","49","2022-01-05","47","5394","420187852823","0","2022-02-21"
"385","36","106","12","2022-03-19","56","6240","421801574454","0","2022-04-06"
"386","50","189","52","2022-02-20","55","2434","421205299280","0","2022-01-20"
"387","76","283","61","2022-02-06","42","3001","420895641718","0","2022-02-21"
"388","79","52","3","2022-03-03","52","1068","421448601721","0","2022-01-29"
