"133","16","1245","38","5526","1983-10-08 05:23:00"
"134","95","1524","43","3959","2006-07-31 00:22:26"
"135","22","1176","78","8353","1989-11-24 02:17:56"
"136","41","1129","76","3193","1970-05-09 20:28:20"
"137","53","1069","1","4833","1990-09-05 22:42:15"
"138","3","377","34","9224","2016-05-16 04:09:34"
"139","51","969","100","9203","1990-08-04 01:35:56"
"140","63","365","70","3704","2019-04-11 17:27:37"
"141","35","774","97","690","1999-03-22 01:50:20"
"142","81","1423","7","1500","1975-01-15 13:08:47"
"143","99","656","65","2625","2006-11-03 08:57:22"
"144","35","1197","43","2697","1971-10-13 03:28:36"
"145","0","94","29","1109","1988-02-01 04:46:11"
"146","11","548","97","6321","1977-01-03 21:02:18"
"147","16","1563","97","7494","2016-12-22 09:57:35"
"148","21","1606","91","5360","2017-05-18 19:13:49"
"149","21","1157","89","7650","1980-12-01 14:38:59"
"150","43","34","97","4510","2019-05-24 23:29:09"
"151","7","311","75","2632","1985-05-15 15:19:57"
"152","54","1916","17","2704","2015-08-12 20:32:22"
"153","35","1599","96","4623","2021-07-23 11:20:16"
"154","21","1594","58","4516","1993-09-04 17:39:53"
"155","22","1477","63","7995","1987-06-23 13:16:24"
"156","8","694","83","8735","2005-03-27 21:58:30"
"157","51","757","40","2538","1988-12-10 08:05:00"
"158","49","329","20","7413","2020-11-28 22:52:23"
"159","77","1158","66","3780","2004-06-26 15:41:19"
"160","85","1475","80","6794","1972-06-07 02:31:30"
"161","14","1534","79","2112","2007-08-12 06:08:22"
"162","24","247","13","5942","1996-06-30 14:41:41"
"163","52","169","91","8340","2015-10-14 08:24:01"
"164","21","1179","15","4643","1978-09-12 16:29:08"
"165","72","1409","63","5055","2015-12-27 12:57:20"
"166","95","513","23","4898","1981-08-17 19:22:25"
"167","52","875","42","8842","1970-12-30 04:37:07"
"168","53","496","23","2344","2001-12-26 19:41:29"
"169","72","1454","34","2048","1989-09-13 11:21:26"
"170","23","1790","99","9568","1982-05-11 15:16:59"
"171","74","1628","70","3945","1998-09-28 12:17:47"
"172","7","736","50","9583","2021-05-08 21:45:42"
"173","36","1893","21","2782","1983-02-27 20:23:33"
"174","43","787","19","1558","1982-07-13 22:19:03"
"175","46","1316","38","3778","1980-10-28 02:37:30"
"176","42","500","10","3034","2000-05-31 20:34:29"
"177","82","1172","99","3091","1999-03-05 02:53:45"
"178","51","174","83","252","1978-02-02 19:39:26"
"179","7","528","52","4294","1974-08-24 06:01:56"
"180","11","272","32","6649","2003-04-17 23:11:16"
"181","12","1340","8","6387","1994-08-19 19:22:06"
"182","11","102","5","8224","1999-11-18 15:01:09"
"183","44","1936","5","5297","1994-08-28 06:59:35"
"184","8","58","8","8855","1976-07-25 01:31:11"
"185","93","754","90","6108","1975-04-29 15:30:09"
"186","90","730","99","7377","2010-08-18 02:43:14"
"187","53","1604","46","605","1980-03-13 07:01:44"
"188","26","306","9","5675","2007-03-15 23:32:15"
"189","90","78","46","6511","2018-04-08 21:22:05"
"190","42","670","10","2112","2010-10-04 11:51:14"
"191","95","968","17","4040","1978-08-08 04:30:17"
"192","76","1025","44","8455","1987-11-16 18:14:05"
"193","70","174","80","2012","1985-02-16 19:08:04"
"194","33","1814","60","212","2015-01-19 06:14:00"
"195","72","1702","98","598","2015-08-02 15:33:16"
"196","82","345","45","9920","2005-03-12 08:36:30"
"197","53","1531","85","5958","1973-12-01 07:47:28"
"198","52","329","13","8494","2005-05-18 00:34:14"
"199","93","1122","71","6150","2012-09-23 19:11:13"
"200","7","150","52","8729","1996-03-06 16:28:12"
"201","82","594","77","4572","2014-12-22 22:34:44"
"202","22","1257","87","4227","1976-01-18 19:19:26"
"203","95","199","30","2068","1974-11-29 10:50:28"
"204","51","273","2","432","1997-06-09 07:39:45"
"205","3","1129","64","411","1971-04-03 09:21:14"
"206","9","204","9","8963","2017-12-23 23:50:43"
"207","33","1460","78","1585","2015-01-14 17:27:24"
"208","42","1265","5","8764","2005-12-31 12:47:46"
"209","72","309","52","3856","1997-11-02 21:06:05"
"210","24","1768","53","6693","1981-11-21 08:47:42"
"211","14","588","23","6491","1978-09-28 05:08:13"
"212","99","773","55","4343","1980-09-04 10:02:27"
"213","42","1336","26","9560","2018-10-13 01:03:12"
"214","91","1669","90","1316","1981-10-02 13:08:50"
"215","3","82","32","6929","1985-09-09 11:57:07"
"216","73","174","10","6018","1979-03-03 01:37:34"
"217","0","1821","79","3953","2018-07-22 12:13:38"
"218","23","1742","60","6136","1992-09-25 12:50:19"
"219","90","1283","93","8471","1973-01-26 11:44:18"
"220","44","894","89","4255","1993-06-30 07:45:17"
"221","0","744","42","1091","2013-11-30 15:57:00"
"222","99","1796","25","6704","1995-09-23 10:09:21"
"223","28","206","38","6461","1974-08-26 10:57:16"
"224","77","704","16","3979","1983-01-09 23:33:01"
"225","9","815","67","8958","2006-04-09 17:27:37"
"226","23","357","60","6561","1979-01-13 07:16:00"
"227","7","1887","81","7286","2003-01-10 01:17:05"
"228","69","1264","69","3422","2019-09-02 13:20:40"
"229","22","159","100","7485","2014-02-12 14:01:49"
"230","11","309","27","4885","2000-06-16 13:01:59"
"231","70","1524","64","3195","1980-03-30 11:50:12"
"232","0","1053","30","4022","1973-12-17 21:01:48"
"233","72","511","34","9853","1972-03-05 08:31:55"
"234","23","172","53","3614","1994-07-15 23:23:45"
"235","53","984","42","1342","1980-01-15 16:18:08"
"236","99","1367","40","9684","1980-08-05 01:32:28"
"237","35","1793","5","9325","1972-01-01 18:03:21"
"238","6","1317","9","3609","1994-05-14 07:35:40"
"239","64","1950","94","4763","1978-11-30 01:06:56"
"240","42","1117","71","9813","1979-09-03 00:40:30"
"241","7","502","61","1510","2008-02-04 09:11:51"
"242","82","1195","14","4782","1997-10-20 20:07:01"
"243","33","1409","17","6375","1994-11-04 11:10:27"
"244","24","1631","6","835","1977-02-14 17:50:36"
"245","35","533","82","5947","1985-04-05 08:06:45"
"246","28","366","24","1033","2000-03-16 09:59:04"
"247","74","216","96","9558","1975-11-14 18:19:49"
"248","94","1037","45","7808","1971-03-31 14:25:40"
"249","46","787","38","6605","1995-10-30 01:09:16"
"250","62","955","42","1952","2021-07-20 23:48:27"
"251","24","1423","61","888","1980-01-15 10:04:55"
"252","62","1142","63","9694","1996-02-15 20:15:04"
"253","9","1594","46","3497","2004-06-03 18:43:18"
"254","35","1428","74","1859","2020-06-10 15:24:01"
"255","71","1298","29","2784","1992-06-13 17:32:21"
"256","9","1273","15","1197","2013-11-03 04:35:43"
"257","74","1121","86","820","2008-01-10 23:13:30"
"258","35","1281","60","9112","1978-08-25 03:21:09"
"259","74","182","10","1798","1972-09-10 05:38:22"
"260","62","224","71","4916","1986-01-02 14:10:42"
"261","85","1084","91","604","1985-02-08 11:32:46"
"262","44","1666","38","6967","1995-07-23 12:15:00"
"263","0","519","43","8331","2021-08-21 22:44:58"
"264","9","1195","76","3975","1991-05-21 14:12:54"
"265","64","247","36","2192","1974-04-30 06:44:50"
"266","51","494","21","4639","1972-02-06 15:42:39"
"267","94","1259","69","9510","1990-03-09 01:32:04"
"268","8","1460","21","1943","2016-10-07 15:30:29"
"269","51","1301","90","3076","1970-08-28 07:27:18"
"270","7","607","75","509","2018-12-21 04:31:53"
"271","73","510","51","1174","1994-01-19 09:27:00"
"272","94","1703","48","4926","1987-12-28 14:49:21"
"273","72","1216","62","384","1973-07-26 17:00:51"
"274","43","1260","12","1496","1994-06-21 11:20:23"
"275","14","1913","57","4058","1997-03-11 01:07:41"
"276","3","993","66","7069","1974-07-17 13:33:53"
"277","74","730","59","9360","1979-11-03 00:23:57"
"278","91","363","92","702","1997-12-16 08:16:33"
"279","28","516","64","7976","1972-01-12 14:19:19"
"280","35","1995","71","8475","2017-03-16 11:55:43"
"281","54","935","30","6858","1979-06-09 20:51:32"
"282","62","1047","94","3959","1997-01-09 13:43:15"
"283","99","881","58","3551","2010-06-20 07:22:32"
"284","12","788","39","230","1992-12-24 12:32:25"
"285","42","591","72","6581","2000-03-16 01:42:45"
"286","14","1703","60","5024","1999-03-22 21:01:44"
"287","53","1255","95","6469","2020-03-14 14:26:51"
"288","72","575","77","4253","2019-04-18 14:28:29"
"289","42","206","94","6654","1980-05-18 01:47:33"
"290","85","1623","78","5031","1981-06-21 07:06:53"
"291","94","300","41","3020","2022-03-05 19:05:36"
"292","12","1781","41","5920","1976-02-10 05:11:21"
"293","53","1423","18","4385","2018-01-17 15:57:46"
"294","46","1113","30","3404","1996-03-18 00:34:48"
"295","51","1531","59","9087","2018-01-30 16:07:03"
"296","77","742","71","234","1990-10-24 04:03:19"
"297","99","1457","92","7027","1993-12-27 00:01:34"
"298","43","1748","99","4975","1978-09-18 15:24:44"
"299","46","760","89","1674","2010-02-04 11:38:58"
"300","49","296","87","4687","1985-05-08 06:32:31"
"301","71","1913","25","5053","1997-07-06 13:49:51"
"302","99","1671","41","2971","2013-08-01 21:48:53"
"303","52","483","92","376","1993-05-12 03:29:15"
"304","3","759","99","1423","1985-07-25 15:21:58"
"305","3","1345","93","2505","2018-08-16 10:39:40"
"306","46","536","67","5672","1984-01-29 09:57:22"
"307","94","58","85","7293","2003-12-14 18:51:19"
"308","49","380","89","7761","2011-09-06 12:09:21"
"309","81","1604","59","2783","1981-07-14 08:39:01"
"310","51","1876","28","8387","1979-04-24 08:14:03"
"311","9","1419","68","2411","1979-07-11 00:18:00"
"312","64","912","60","3234","1984-10-08 07:27:29"
"313","49","555","2","716","1991-03-18 03:33:16"
"314","76","1515","76","692","2021-08-25 22:09:31"
"315","95","1914","3","9146","2003-11-21 18:38:28"
"316","23","1053","33","8385","2014-11-14 16:04:35"
"317","0","258","46","6867","2017-09-24 07:01:48"
"318","63","752","72","2970","2013-11-21 12:52:03"
"319","81","1309","68","1551","2002-06-21 15:10:23"
"320","81","328","87","3552","1972-11-17 11:43:19"
"321","71","112","11","9477","1990-01-11 05:36:19"
"322","16","1174","71","7521","1970-08-05 00:56:48"
"323","76","793","11","2476","1992-11-11 11:38:33"
"324","62","533","49","3070","1981-09-16 10:13:00"
"325","41","1345","50","371","1994-09-15 18:00:35"
"326","73","575","92","6736","2018-12-25 08:03:14"
"327","73","1408","99","8116","1986-06-15 16:31:48"
"328","53","76","21","364","1992-02-26 19:53:27"
"329","7","84","86","1180","2003-06-11 00:41:18"
"330","81","58","50","9618","2010-07-01 07:44:51"
"331","70","1524","9","8357","1996-01-05 09:43:49"
"332","14","1510","76","3212","1996-06-08 12:36:32"
"333","64","510","45","6046","2018-12-20 01:43:33"
"334","9","1154","56","195","1998-12-23 03:19:57"
"335","43","183","53","7694","2010-01-12 12:31:27"
"336","43","958","87","3400","2022-02-28 05:20:25"
"337","9","1024","60","6767","1993-11-02 08:53:04"
"338","24","1153","93","9188","1974-12-25 20:38:49"
"339","63","252","52","1324","1985-12-04 22:11:47"
"340","33","680","1","7427","1975-03-14 19:32:45"
"341","94","1723","29","4167","1986-11-14 00:51:29"
"342","99","336","40","1923","2015-10-01 11:37:31"
"343","28","1905","92","8571","2017-03-15 15:54:03"
"344","26","1528","42","886","2011-12-13 22:38:01"
"345","82","926","85","4019","2009-08-28 03:07:20"
"346","61","1941","9","5269","2019-08-16 08:05:52"
"347","54","1951","41","111","1973-02-19 18:53:47"
"348","12","594","59","7958","2011-12-31 20:31:44"
"349","44","1332","93","1886","2004-10-14 05:23:46"
"350","26","1001","46","8053","2011-01-11 14:09:31"
"351","91","841","87","7747","1974-07-31 11:16:03"
"352","53","1260","25","3410","2007-03-21 12:42:22"
"353","3","1719","31","2442","2006-02-01 19:36:43"
"354","6","1623","60","6306","1991-06-09 17:00:11"
"355","91","1095","43","1075","2001-05-03 16:57:27"
"356","95","536","50","4938","1978-01-08 01:10:09"
"357","41","863","82","5283","1992-12-26 23:11:47"
"358","23","301","4","6428","1978-05-12 05:14:36"
"359","62","455","72","8646","1971-05-05 15:42:32"
"360","0","259","82","8012","2015-09-24 04:05:52"
"361","91","1620","25","5633","2016-03-08 18:30:51"
"362","72","1348","46","4442","2020-03-17 15:54:29"
"363","64","203","71","8882","2001-05-14 15:14:41"
"364","63","32","34","1382","1995-02-19 17:14:37"
"365","46","1817","13","2083","1985-06-17 20:54:24"
"366","26","981","86","5244","1991-08-11 19:20:45"
"367","94","1019","79","1741","1975-11-01 23:35:30"
"368","16","912","91","7487","1988-02-13 17:35:44"
"369","52","490","90","9483","2004-05-05 22:15:08"
"370","14","834","54","5658","1991-10-16 19:41:39"
"371","95","120","4","6804","1993-06-14 06:30:16"
"372","90","1037","16","7402","1982-10-26 14:22:16"
"373","64","1786","84","7597","2021-03-16 00:26:14"
"374","93","1010","16","4514","1980-02-01 00:20:34"
"375","76","1054","89","3706","1992-05-22 19:33:42"
"376","12","1224","25","2530","1982-02-03 20:05:10"
"377","51","1184","23","4756","2002-12-28 14:44:35"
"378","90","800","46","2088","1994-08-15 23:45:38"
"379","51","753","40","4584","1980-06-22 06:06:46"
"380","69","636","29","3569","2019-06-23 11:12:47"
"381","33","1577","17","6815","1989-07-26 19:26:12"
"382","46","1812","17","4765","2021-05-27 00:43:05"
"383","63","710","40","6485","2002-06-12 00:04:39"
"384","93","1761","20","7615","1983-07-30 13:05:24"
"385","42","243","39","7416","2020-12-12 05:47:47"
"386","24","580","71","7627","1992-02-15 05:48:54"
"387","44","970","66","4433","1981-11-22 20:24:24"
"388","14","1189","70","4524","2004-04-05 04:59:19"
"389","91","799","63","3278","2004-11-23 17:30:09"
"390","63","206","38","2036","2016-05-24 03:32:13"
"391","76","273","5","1689","1988-10-09 23:00:23"
"392","73","793","9","7516","2000-06-30 15:19:21"
"393","24","1454","17","6905","2003-02-14 14:45:50"
"394","90","1581","92","7783","2010-01-14 23:54:35"
"395","93","1098","52","4791","2003-10-09 01:29:38"
"396","85","1544","89","3551","1996-01-30 05:18:03"
"397","26","1660","86","7793","2021-04-03 07:36:00"
"398","73","1996","65","963","2015-06-04 22:48:44"
"399","69","1807","78","1683","2003-02-16 07:45:17"
"400","0","401","36","249","1983-01-28 15:09:29"
"401","74","834","88","3542","1979-11-09 05:34:04"
"402","43","1841","76","6887","1996-02-13 00:32:07"
"403","53","1297","67","6504","2020-01-01 21:42:52"
"404","28","1254","61","9894","2000-03-17 21:40:21"
"405","94","461","60","4292","2013-01-26 05:23:31"
"406","77","435","49","5987","1972-04-20 03:19:58"
"407","16","33","55","659","1981-02-22 12:11:41"
"408","26","494","74","7597","1981-03-21 05:19:15"
"409","63","79","99","2192","2005-04-02 18:49:28"
"410","23","209","47","1179","1973-04-04 19:25:19"
"411","53","1219","61","4643","2010-10-17 17:17:58"
"412","63","1694","57","8991","1985-02-28 11:02:31"
"413","71","232","72","544","1991-03-17 11:30:19"
"414","76","365","74","1758","2017-04-09 13:05:57"
"415","42","1693","95","6636","1986-11-23 14:36:16"
"416","74","219","32","6451","1977-02-12 13:17:10"
"417","81","1089","34","496","2013-03-05 13:25:26"
"418","46","1738","70","6604","2017-08-20 10:29:28"
"419","94","945","62","8655","2019-08-06 18:26:55"
"420","8","359","80","4137","1991-03-11 09:18:52"
"421","51","1001","61","5666","2017-12-23 12:24:58"
"422","82","1260","52","1777","2020-04-14 16:24:54"
"423","43","1986","95","4661","2010-11-28 13:18:44"
"424","44","1781","21","9739","2014-02-17 14:01:19"
"425","71","1420","41","3119","1979-05-10 00:56:56"
"426","35","345","52","5120","2005-09-18 08:12:57"
"427","42","1439","19","6794","1978-11-18 22:03:37"
"428","53","968","52","7273","1988-03-21 12:32:28"
"429","99","787","45","796","1982-10-10 07:11:26"
"430","61","894","61","1048","1970-02-06 13:24:23"
"431","28","1560","56","8961","2006-10-17 10:35:13"
"432","11","1502","78","9592","1976-04-17 16:35:29"
"433","33","1028","99","8103","1991-02-12 04:51:26"
"434","43","1624","13","3619","1979-01-05 16:18:24"
"435","64","1583","86","1456","1975-03-21 06:30:10"
"436","70","673","47","434","2013-08-04 07:52:24"
"437","74","1568","84","2384","1972-07-26 13:59:13"
"438","99","1599","91","7458","1994-10-04 13:26:04"
"439","76","1275","13","9402","1972-03-22 03:10:31"
"440","51","1793","28","6609","1992-05-22 14:57:00"
"441","86","706","45","8751","1981-02-25 01:32:05"
"442","44","1594","48","6296","1982-09-30 02:55:16"
"443","94","929","9","4469","1997-11-01 13:36:06"
"444","99","187","67","1929","1989-08-24 22:27:40"
"445","99","1108","19","2248","2010-03-15 20:45:06"
"446","61","1795","10","9107","2018-05-30 08:22:34"
"447","69","646","8","602","1972-07-05 14:02:01"
"448","69","406","89","4480","1998-07-24 01:13:11"
"449","36","255","73","1558","1996-05-03 11:25:09"
"450","63","1425","89","8127","2014-01-16 02:56:12"
"451","36","397","88","2664","2021-10-03 21:46:26"
"452","8","359","6","5761","1988-10-24 00:36:44"
"453","9","543","46","1646","1994-02-08 19:41:13"
"454","16","187","54","2530","1972-08-02 22:17:26"
"455","24","554","41","379","1998-02-11 07:44:00"
"456","0","447","6","8490","1989-03-13 05:28:17"
"457","53","1156","9","894","2019-09-24 02:08:10"
"458","0","1909","8","9061","1994-05-24 18:31:48"
"459","41","706","89","4000","2011-11-23 23:00:28"
"460","33","962","63","9413","1993-06-23 08:33:11"
"461","8","1603","23","7640","2007-01-01 05:03:16"
"462","49","425","19","3795","2003-12-02 04:11:54"
"463","7","20","44","9800","1989-05-17 14:22:59"
"464","26","121","38","7700","1989-08-20 19:48:38"
"465","62","1014","64","3485","1982-07-14 22:35:43"
"466","62","81","43","8440","1989-04-30 18:34:07"
"467","35","1701","89","1138","2017-11-25 07:25:50"
"468","7","807","29","9804","1970-11-30 18:07:54"
"469","21","741","64","6838","2002-10-25 09:30:53"
"470","21","1648","15","664","1983-12-23 17:21:01"
"471","23","532","7","7098","1983-03-16 03:22:17"
"472","46","1849","57","9643","1975-02-14 19:51:12"
"473","33","759","37","9408","1971-08-28 14:46:49"
"474","63","504","37","4149","1975-10-17 18:04:32"
"475","42","1571","27","4401","1991-08-28 20:32:31"
"476","46","1430","38","3128","1987-06-17 13:16:37"
"477","73","981","7","4548","2006-08-01 04:13:13"
"478","26","473","90","4478","2020-03-20 11:29:04"
"479","9","1859","13","5531","1995-10-29 01:20:40"
"480","42","1747","42","1084","2015-07-02 20:02:29"
"481","71","379","100","833","2008-08-01 09:24:43"
"482","44","729","29","9247","1988-02-07 05:35:04"
"483","62","1913","59","4926","2009-09-05 15:39:39"
"484","99","1257","100","836","2004-11-30 01:58:48"
"485","85","126","90","3251","2001-05-21 20:32:02"
"486","6","1271","79","1379","1979-12-16 21:09:34"
"487","85","10","78","798","1999-09-28 14:11:56"
"488","69","487","18","7312","2004-03-20 13:59:36"
"489","0","329","86","4010","1982-01-06 09:28:44"
"490","43","1612","95","3298","1988-08-27 11:56:07"
"491","77","420","40","2833","1985-05-04 03:07:48"
"492","61","786","79","107","2020-02-20 23:53:06"
"493","6","187","90","5169","1984-05-12 18:33:07"
"494","76","1763","29","6825","2012-01-28 14:56:03"
"495","41","1729","55","7528","2018-11-16 22:19:23"
"496","70","912","13","4500","1990-05-07 03:20:06"
"497","85","434","87","7265","1998-11-20 11:02:19"
"498","43","1625","88","1425","1998-09-02 01:32:28"
"499","28","1268","78","4423","2021-03-26 23:10:44"
"500","81","997","5","7101","2002-12-12 22:16:35"
"501","82","349","16","4300","1978-11-12 15:08:43"
"502","72","462","88","8384","2007-05-04 18:45:12"
"503","36","641","6","6217","1997-11-16 11:09:25"
"504","90","286","96","8969","1996-07-12 04:02:36"
"505","52","405","54","1065","1996-12-13 13:17:05"
"506","85","842","50","6719","1977-01-05 06:53:41"
"507","94","1098","87","8880","2004-09-09 08:24:37"
"508","8","962","20","7898","1981-10-11 04:28:57"
"509","72","333","46","6811","2009-09-11 04:21:33"
"510","99","1455","66","6417","2004-10-11 05:05:08"
"511","6","1364","7","6793","2001-01-07 22:31:46"
"512","70","946","10","7270","1991-08-14 08:28:38"
"513","99","1780","17","5974","1977-10-06 20:31:05"
"514","69","333","92","5616","1992-04-11 02:44:26"
"515","8","1941","53","2857","1991-05-26 17:50:20"
"516","14","484","58","5073","1985-01-05 16:20:48"
"517","3","955","27","5168","2014-03-07 06:10:32"
"518","90","1335","92","4817","1975-10-19 14:42:45"
"519","73","1172","50","9887","2013-05-12 09:01:54"
"520","33","1898","84","7667","1994-11-30 04:08:10"
"521","77","299","58","9403","1974-10-29 17:07:59"
"522","35","10","59","8762","1971-05-06 20:08:40"
"523","42","126","27","3654","1992-07-17 12:11:41"
"524","90","1475","23","4479","1984-10-18 20:19:01"
"525","26","1302","48","8219","1998-09-09 11:32:22"
"526","28","1985","69","6081","2014-06-22 02:47:26"
"527","22","504","45","5782","1987-02-05 16:55:33"
"528","6","168","98","4149","2020-08-09 23:59:22"
"529","0","962","32","3345","2013-04-17 15:26:26"
